fault_text,label_name,split
1603 DT check found A/C 2-1 having coola,Recharge Freon,train
TIMS showed Front DT car 'B4' train doors faulty. Staff (YIS) checked and confirmed 'B4' train door indication was flashing. The flashing stopped after train do ors opened and closed at CBR1. TC confirmed fault cleared. S,Door Roller,train
TC reported air-con fault. Unable to reset. Staff (YIS) checked and confirmed that Rear M1 car #1 se t air-con faulty. Unable to reset. Car is cooling.,Saloon CCU,train
"T241 3539 (S) 2540 & 1539 Saloon light each not working BSH SB

CE: 2540 B5 and 1539 B10 both light DIM but working",Saloon Light,train
TC reported one of the seat has a smallcracked at car 2501 'A4' door.,Saloon Seat,train
SnapRep reported 3524 saloon warm.,Retighten Charging Nipple,train
CE Report the following lighting faulty:,Saloon Light,train
Pax feedback to TC that car 3504 'A1' train doors rubber seal give way and was flapping. TC and staf f(BGS) checked and confirmed no abnormalities.,Weather Strip,train
3519 (27W) B-side WFL hose leaking. Leak,WFL Cylinder,train
3565 PM check found electrical head pist,Electrical Head O Ring,train
TC reported TIMS showed BCU suspension pressure fault at Rear M1. Fault self-cleared at CTH NB. Trai n performance - ok.,BCU,train
505/506 Air leak test failed when doors,Door Manifold,train
2508-A1 and 1508-A8 CE reported saloon l,Saloon Light,train
#503/504 TO REPLACE MAGNET V/V,Magnet Valve,train
"TC reported rear DT ""A2"" door not provenclosed. TC recycle twice for train doors proven closed.",Door Roller,train
3555 BCP ABNORMALITIES ENT LOGS SHOW BCP OF 3555 HAVING ABNORMALITIES,Brake Check Valve,train
Passenger feedback to staff(WDL) that car 2522 near Front M2 'A4' door had unusual cracking sound. S taff(CBR) checked and confirmed no abnormality and no unusua l sound. Passenger feedback to staff(WDL) that car 2522 near,Door Roller,train
Train prep:3530 bcu release fault,ACU,train
SnapRep reporetd 3534 saloon warm.,Saloon CCU,train
"Counter bound T361 feedback that T304 one headlight not working. TC of T304 at ALJ 2 stepped out andconfirmed ""A"" side not working.Tunnel light on west boundwas turned ON from LVR2 to TIB2.",Headlight,train
TC reported Front M2 intermittent APS fault. Train performance - ok.,Saloon CCU,train
TC feedback intermittent wheel slip slide (dry track).,Tacho,train
Compressor local fault. MR pressure: 8 bar.,MPV,train
"TC feedback after changing end that oneof the saloon lights in cars 3509, 1509 and 2510 was not wor king. Train schedule withdrawal to UPD via JURA at 2312Hrs. TC feedback after changing end that one of the saloon lights",Saloon Light,train
TIMS showed Smoke External Alarm at Front DT car. Staff(NOV) checked and confirmed no signs of smoke/ fire / burning smell on exterior or interior of train. Re ar T204 line clear and confirmed no abnormalities.,External Smoke Detector,train
#1556 Smoke external faulty found during,External Smoke Detector,train
3505-AC-1-2 COMPRESSOR FAULT,Saloon CCU,train
"3717-A1(x3),B1(x3),B2(x1)
1717-B1(x2),B2(x1)
2717-A2(x1),B1(x1)
2718-A1(x1),A2(x1),B1(x1),B2(x2)
1718-A1(x1),A2(x2),B1(x2),B2(x1)
3718-A1(x2),A2(x2),B1(x1),B2(x1)
Above location CCD assembly mounting washer crack during PM check.
Please check and rectify.",CCD Washer,train
3518 Reported cab light not working.,Cab Light Ballast,train
"3559 A/C 2-2,2560 A/C 1-2 and 1560 A/C 2",Saloon Evaporator,train
Instruction by SE Kenneth:,TLSK,train
TC reported intermittent converter Trainfault.Staff (CTH & ORC) checked but unable to findconve rter fault.,Saloon CCU,train
517/518 all gangway pleats torn end,ADDL Gangway Pleat,train
TIMS showed car 1613 'A3' train doors were not proven closed. TC opened and closed train doors once to clear fault - ok.Staff(BBT) checked car 1613 'A3' traindoors and confirmed no abnormalities. Fault did not recur f,Clean J Rail,train
IMDC reported 3528 smoke external.,External Smoke Detector,train
#1684 AC 1-2 & 2-1 Coolant pressure faul,Recharge Freon,train
CE: 2529 both A/C runnning but saloon wa,Saloon Evaporator,train
TIMS showed Smoke Internal at RDT car.Staff (SIM) checked andconfirmed no physical heat and smok e at RDT car.Staff escorted the train.,Clean Internal Smoke Detector,train
#3622 A/C 1-2 & A/C 2-2 Low side 0 PSI h,Saloon Evaporator,train
TC when changing end reported one saloonlight each at Rear DT and Front M1 cars were not working.,Saloon Light,train
TC reported MCH unable to move when MS at ATPM mode.,Adjust MS Inhibitor,train
"TC reported one of the saloon light in car 3528, near the B2 was not working.",Saloon Light,train
TC reported train doors was not proven closed at Rear M1 A3 door. Staff(BSH) assisted and reported n o abnormalities. TC recycled train doors a few times to clea r fault.,Door Lock Device,train
3603 B2 CCD fuse blown found during PM c,CCD Fuse,train
TC reported driving cab 3505 seat missing screw on the back rest.,Cab Seat Screw,train
CE Report the following lighting faulty:,Saloon Light,train
Snaprep: one of the lights in 1538 is di,Saloon Light,train
"WILD triggered on 3532    (A2 65KN), To",Wheel Profiling,train
TC feedback a metal piece fell of the Air-con panel in the leading cab.,Cab Louvre,train
WILD System Triggered 1501 on B3-90KN,Wheel Profiling,train
"Rear M1 train doors not proven closed. TC manually opened and closed once to clear fault. Thereafter , fault reccurred at DBG SB. TC manually opened and closed o nce to clear fault.",Adjust Door Mating Strip,train
To recheck 3565 Door open loop. Requeste,DCRA,train
TC reported MR pressure dropped to 8 barwhen train arrived at platform. TC then feedback MR pressur e slowly charging up to 9 bar. TC reported MR pressure dropp ed to 8 bar when train arrived at platform. TC then feedback,Test Point,train
"When train arrived at UPD TB2, IMDC(RS)adviced not to use the train as it earlier had no forward mo vement in UPD. Train was routed back to UPD. Subsequent trai n launchings were affected. Trains on mainline were reformed",CM3R,train
TC reported cab 3648 cab light switch broken. TC reported cab 3648 cab light switch broken.,Cab Light Switch,train
1570 BRAKE UNABLE TO RELEASE. REPORTED D,ACU,train
CE:Car 2511 saloon light A9 found not wo,Saloon Light,train
TC reported External Smoke Alarmat rear DT. Staff(CNG) checked and feedback no sign of smoke or he at.,External Smoke Detector,train
TC feedback cab light switch was broken.ERS-13,Cab Light Switch,train
3641 SnapRep reported intermittent rattling sounds undercarriage,Saloon CCU Fan,train
"Train encountered power fault at car 2647 while arriving station. Reset at AMK SB, BSH SB and TAP SBbut to no avail. TC reported TOD intermittently showed inte rval inverter 1 and 2 delivered power and powering unmatchin",Charging Resistor,train
"DT,found #1702 BCU fault,FC 350,318,To r",Speed Sensor,train
3533 air leak fail when doors are open,Door Manifold,train
1686 B2 door saloon light faulty,Saloon Light,train
SNAPREP: 1527 Gangway leaking,Gangway Latch Loose,train
3545 air dryer fault ( FC 704),Air Dryer,train
521/522-DT CHECK FOUND AIR LEAK FAILED 0,Door Manifold,train
"PM FOUND 3707 A1-X1,B1-X2,B2-X2",CCD Washer,train
3554 A7 saloon light faulty. To further,Saloon Light,train
3524 CE reported B7 saloon light not wor,Saloon Light,train
3704 During train prep-Found DIR unable,Realign Cab Door Latch,train
Check for water ingress 3542#2end/ 1542,Patch Gangway Pleat,train
3628 A/C 1-1 DT check found coolant faul,Recharge Freon,train
TC reported air-con fault. Unable to reset. Staff(CCK) checked and confirmed that car 3648 set #2 ai r-con faulty. Reset - ok. Car was cooling. TC reported air-c on fault. Unable to reset. Staff(CCK) checked and confirmed,Recharge Freon,train
"#2514 no.1,#2513 no.2,#1513 no.1,char",Charging Resistor,train
IMDC(RS) informed CE reported wheel defect on front DT car. Stock change-over arranged at AMK SB as adviced.,Bogie Gearbox,train
(RSD) 3541 air leak from underframe from,WFL Hose,train
"3512 a/c 1-1, 2-1 , 1512 a/c 1-2 Coolant",Recharge Freon,train
Train doors at car 2505 were not provenclosed. TC recycled train doors once - ok. Staff(BGS) checke d and confirmed no train doors abnormalities. Fault did not recur at subsequent stations.,Adjust Door Cushioning,train
Train encountered power fault at RM1 carwhile arriving station. Reset at TAP2 - ok. Fault recurredwhen departing TAP2. Unable to reset at NEW2 and ORC2. Trai n performance - ok. Train encountered power fault at RM1 car,Traction Motor,train
2517 no.1 end B/s coupler hose leaking.,Coupler Hose,train
TC reported air-con fault. Unable to reset. Staff(BDL) checked and confirmed that front M2 car set # 1 air-con faulty. Reset - ok. Car was cooling.,Saloon CCU Fan,train
Snap: 2667 Saloon aircon warm,Saloon CCU,train
CE reported 2523 A7 saloon light dimmed.,Saloon Light,train
"3717-A1(x3),B1(x3),B2(x1)
1717-B1(x2),B2(x1)
2717-A2(x1),B1(x1)
2718-A1(x1),A2(x1),B1(x1),B2(x2)
1718-A1(x1),A2(x2),B1(x2),B2(x1)
3718-A1(x2),A2(x2),B1(x1),B2(x1)
Above location CCD assembly mounting washer crack during PM check.
Please check and rectify.",CCD Washer,train
#3631 A-side windshield have black rubbe,Wiper,train
TC reported train doors not proven closed at FM1 car B2 door. TC recycled twice manually for train t o depart. TC reported train doors not proven closed at FM1 c ar B2 door. TC recycled twice manually for train to depart.,Clean J Rail,train
Found 3654-AS headlight blow.To rectify.,Headlight,train
1680-MPV AIR LEAKING. TO RECTIFY,MPV,train
"517/518 Air leak test failed, found duri",Test Point,train
EMU519/520-Found 2 saloon light faulty.2,Saloon Light,train
2546- INTERMITTENT BCU FAULT.,PBSV,train
CE reported car 1665 no: 1 end  slight c,Change Thermostat Setting,train
"TC reported while changing ends, that saloon lights not working at car 3507 'B1' door and car 2507 ' B2' door.",Saloon Light,train
TIMS showed Smoke External Alarm at car1526 Staff(AMK) checked and confirmed no signs of smoke / fi re / burning smell on exterior or interior of train. Rear T2 13line clear and confirmed no abnormalities. TIMS showed Smo,External Smoke Detector,train
"TC reported Rear M1 car, B2 door not proven closed. TC opened and closed a few times to clear fault.Fault recurred at SOM2 and DBG2. Staff(RFP) assisted to iso late the faulty door in closed position.",Door Lock Device,train
Compressor local and train fault. MR pressure: 9 bar.,Thermal Relay,train
"665/666 M2-M2 Auto Coupler Heavy Air Leaking.
Please check and Rectify.",Auto Coupler Cylinder O-Ring,train
3642-Near A3 door louvre is not working,LFF,train
"TC reported air-con fault. Unable to reset. Staff( NEW) checked and confirmed no air-con fault found . No abnormailities, car was cooling.",Recharge Freon,train
511/512 Air leak test failed (1 bar/5min,Adjust Levelling Valve,train
"3543 A/C 1-1 , 2543 A/C 2-1 coolant faul",Saloon CCU,train
Train EB was applied in Auto mode with Obstructed Motion Detected showed on ATS. Released EB - ok. P roceeded in Auto mode to next station.,Charging Resistor,train
2624 WILD triggered(P3).,Wheel Profiling,train
TC reported TIMS showed intermittent DIRand door fault at front M1 car A2 door. SM(YWT) checked the train and feedback front M1 A2 door did not opened at YWT N B. Doors opened as per normal at CCK NB and SM feedback ther,Door Roller,train
Real-Time Feedback: Staff feedback B2 door in car 3602 did not open. Staff(TAP) check and confirmed no abnormalities. Real-Time Feedback: Staff feedback B2 doorin car 3602 did not open. Staff(TAP) check and confirmed no ERS-10,Door Roller,train
#1540 BCU Release Fault. To rectify (Tra,ACU,train
TC feedback cab air-con was not working.Unable to reset. Cab was warm.,Recharge Freon,train
Snap:3536.loud sound from underframe .,WFL Hose,train
"Rear cab entry indication illuminated. Staff(COM) checked and feedback 'A' side partition door was o pened. Staff(COM) checked and confirmed no unauthorized pers on, no suspicious item and all switches (sealed and unsealed",Partition Door Latch Catch,train
DT check found 3709 B side headlight not,Headlight,train
TC reported EB applied due to cab door opened when train departing station. TC closed cab door and r eset EB - ok.,Cab Door Latch Loose,train
TC reported TIMS showed Obstacle Detected at the rear DT car.,Obstacle Detector Wire,train
3512 PM checked reported train no.indica,Train Number Indicator,train
TC feedback cab air-con was not working.Unable to reset. Cab was warm.,Cab Aircon Filter,train
3538-MR TEST POINT AIR LEAK.,Test Point,train
TIMS showed Smoke External at Front M1 car.RearT206 did line clear from BDL1 to AMK1 confirmed n o abnormalities.al smoke or fire were visible at Front M1 car. ERS-13,External Smoke Detector,train
TC reported air-con fault at Front M1 Set #2. Unable to reset. Staff(DVR) checked and confirmed thatFront M1 set #2 air-con faulty. Reset - ok. Car was warm.,Recharge Freon,train
2602 wheel reprofiling,Wheel Profiling,train
"TC reported TIMS showed ""Wrong IC Card in Event Recorder"". Photo sent to Duty CC. TC reported TIMS s howed ""Wrong IC Card in Event Recorder"". Photo sent to Duty CC.",CPU4-2 Card,train
"All doors proven closed but DIR remain lit. TC recycled train doors and HHPSDs twice but to no avail . TC opened and closed ""A"" side cab door to clear fault.",TC Action,train
TIMS showed Smoke External Alarm at Front M2 car. Staff(BGB) checked and confirmed no signs of smoke/ fire / burning smell on exterior or interior of train. Re ar T424 line clear and confirmed no abnormalities.,External Smoke Detector,train
TC reported arcing can be seen after thetrain departed 10 metres away from the station platform. TC also feedback train was jerky. Staff (RFP) checked and conf irmed that arcing can be seen after train departed the stati,CCD Fuse,train
"TC reported while changing end car 3522,01 saloon light near A1 door blown on top of 2 seater.",Saloon Light Ballast,train
2644 - A2 DOOR OPEN OPERATION TIMEOUT (0,Clean J Rail,train
Snaprep feedback car 2601 Saloon was war,Saloon CCU,train
Snap: 3541 repoprted light dim.,Saloon Light,train
3546 TC feedback train encountered BCU f,Tacho,train
Snaprep: 1526 stuffy no ventillation.,Recharge Freon,train
657/658  Multiple location wheel Flange,Wheel Profiling,train
2612-A2 DOOR DID NOT OPEN.,Door Roller,train
TIMS showed Fire Internal at front DT car. Staff(PYL) checked and confirmed no signs of smoke / fire/ burning smell on exterior or interior of train. Train was escorted to terminal station.,Clean Internal Smoke Detector,train
